,CASEID,ADDRESS,NEIGH,NEIGH-Income,ZIP,POLICED,COUNCILD,SOURCE,Sum SOURCE ,CATEGORY,Sum CATEGORY ,DAYTOCLOSE,Sum DAYTOCLOSE,TYPE,CATTYPE,GROUP311,VIS_STREET,DEPT,WORKGRP,REQTYPE,DETAIL,CREATEDATE,CREATTIME,CREATEMO,CREATEYR,STATUS,EXCEEDTIME,CLOSEDATE,CLOSEMO,CLOSEYR,DAYTOCLOSE.1,ADDGEOC,COUNTY,Latitude,Longitude,APN,CASEURL
28846,2019199010,1600 Jackson Ave,East Community Team North,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,13,635,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,12/3/2019,12:36 PM,12,2019,RESOL,Y,12/16/2019,12.0,2019.0,13.0,"1600 Jackson Ave64127
(39.093114, -94.533883)",Jackson,39.093114,-94.53388299999999,11588,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199010
43279,2019175121,709 E Linwood Blvd,North Hyde Park,L,64109.0,Central,4.0,PHONE,30436,Public Health,1447,5,2293,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,10/3/2019,8:55 AM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,5.0,"709 E Linwood Blvd64109
(39.068545, -94.576318)",Jackson,39.068545,-94.576318,128171,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019175121
43277,2019175463,4209 E 50th Ter,Mount Cleveland,L,64130.0,Metro,5.0,PHONE,30436,Public Health,1447,5,2293,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,10/3/2019,2:48 PM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,5.0,"4209 E 50th Ter64130
(39.033109, -94.53529)",Jackson,39.033109,-94.53529,237710,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019175463
51621,2019161456,4800 E 6th St,Lykins,L,64124.0,East,3.0,PHONE,30436,Public Health,1447,35,275,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,9/5/2019,12:57 PM,9,2019,RESOL,Y,10/10/2019,10.0,2019.0,35.0,"4800 E 6th St64124
(39.104685, -94.525473)",Jackson,39.104684999999996,-94.525473,7766,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019161456
48451,2019166818,6901 Prospect Ave,Self Help Neighborhood Council,L,64132.0,Metro,5.0,PHONE,30436,Public Health,1447,2,4179,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,9/16/2019,3:13 PM,9,2019,RESOL,N,9/18/2019,9.0,2019.0,2.0,"6901 Prospect Ave64132
(39.00143, -94.556472)",Jackson,39.00143,-94.556472,3103,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019166818
42962,2019175966,2831 Prospect Ave,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,5,2293,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,10/4/2019,2:43 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,5.0,"2831 Prospect Ave64128
(39.073513, -94.552364)",Jackson,39.073513,-94.552364,24565,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019175966
20413,2020000419,3363 Denver Ave,Dunbar,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,53,79,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/2/2020,11:29 AM,1,2020,RESOL,Y,2/24/2020,2.0,2020.0,53.0,"3363 Denver Ave64128
(39.064378, -94.522269)",Jackson,39.064378000000005,-94.522269,23373,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020000419
20412,2020000414,2549 HARDESTY AVE,South Blue Valley,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,33,224,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/2/2020,11:17 AM,1,2020,RESOL,Y,2/4/2020,2.0,2020.0,33.0,"2549 HARDESTY AVE64127
(39.078009, -94.519829)",Jackson,39.078009,-94.519829,20745,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020000414
20410,2020000347,1600 Jackson Ave,East Community Team North,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,1,9171,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/2/2020,10:00 AM,1,2020,RESOL,N,1/3/2020,1.0,2020.0,1.0,"1600 Jackson Ave64127
(39.093114, -94.533883)",Jackson,39.093114,-94.53388299999999,11588,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020000347
20400,2020000408,1351 E 10th St,Paseo West,L,64106.0,Central,3.0,PHONE,30436,Public Health,1447,4,2743,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,1/2/2020,11:07 AM,1,2020,RESOL,N,1/6/2020,1.0,2020.0,4.0,"1351 E 10th St64106
(39.10119, -94.566163)",Jackson,39.10119,-94.566163,228062,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020000408
19432,2020002009,2641 Van Brunt Blvd,South Blue Valley,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,2,4179,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,1/6/2020,2:47 PM,1,2020,RESOL,N,1/8/2020,1.0,2020.0,2.0,"2641 Van Brunt Blvd64127
(39.076356, -94.519925)",Jackson,39.076356,-94.519925,20638,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002009
41539,2019178218,918 E 9th St,Paseo West,L,64106.0,Central,3.0,PHONE,30436,Public Health,1447,53,79,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,10/10/2019,11:43 AM,10,2019,RESOL,Y,12/2/2019,12.0,2019.0,53.0,"918 E 9th St64106
(39.103522, -94.571292)",Jackson,39.103522,-94.571292,12542,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178218
41537,2019178473,4210 E 45th St,Vineyard Northwest,L,64130.0,East,3.0,WEB,13543,Public Health,1447,4,2743,Noise,Public Health Noise,PUBLIC_HEALT_SAFETY_WORKS,VISIBLE,Health,Health-Noise Control-,Public Health-Noise-Other,Other,10/10/2019,4:43 PM,10,2019,RESOL,N,10/14/2019,10.0,2019.0,4.0,"4210 E 45th St64130
(39.044862, -94.535092)",Jackson,39.044862,-94.535092,33045,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178473
41536,2019178554,3026 E 7th St,Independence Plaza,L,64124.0,East,3.0,WEB,13543,Public Health,1447,1,9171,Noise,Public Health Noise,PUBLIC_HEALT_SAFETY_WORKS,VISIBLE,Health,Health-Noise Control-,Public Health-Noise-Vehicles,Vehicles,10/10/2019,7:05 PM,10,2019,RESOL,N,10/11/2019,10.0,2019.0,1.0,"3026 E 7th St64124
(39.104548, -94.544726)",Jackson,39.104548,-94.544726,10305,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178554
41535,2019178301,1609 Hardesty Ave,West Blue Valley,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,0,4266,Noise,Public Health Noise,PUBLIC_HEALT_SAFETY_WORKS,VISIBLE,Health,Health-Noise Control-,Public Health-Noise-Other,Other,10/10/2019,1:34 PM,10,2019,RESOL,N,10/10/2019,10.0,2019.0,0.0,"1609 Hardesty Ave64127
(39.092332, -94.519087)",Jackson,39.092332,-94.519087,9369,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178301
382,2020030594,3020 Benton Blvd,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,17,327,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,2/28/2020,3:41 PM,2,2020,RESOL,Y,3/16/2020,3.0,2020.0,17.0,"3020 Benton Blvd64128
(39.070498, -94.549827)",Jackson,39.070498,-94.54982700000001,229300,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030594
379,2020030423,7033 Walrond Ave,Self Help Neighborhood Council,L,64132.0,Metro,5.0,PHONE,30436,Public Health,1447,17,327,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,2/28/2020,12:46 PM,2,2020,RESOL,Y,3/16/2020,3.0,2020.0,17.0,"7033 Walrond Ave64132
(38.998302, -94.549553)",Jackson,38.998302,-94.549553,3186,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030423
377,2020030496,1820 Spruce Ave,East Community Team North,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,3,3615,Outdoor Air Quality,Public Health Outdoor Air Quality,PUBLIC_HEALT_SAFETY_WORKS,VISIBLE,Health,Health-Air Quality-,Public Health-Outdoor Air Quality-All,All,2/28/2020,2:01 PM,2,2020,RESOL,N,3/2/2020,3.0,2020.0,3.0,"1820 Spruce Ave64127
(39.089326, -94.532688)",Jackson,39.089326,-94.53268800000001,18336,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030496
26573,2019202824,6932 Bellefontaine Ave,Self Help Neighborhood Council,L,64132.0,Metro,5.0,PHONE,30436,Public Health,1447,4,2743,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,12/12/2019,9:14 AM,12,2019,RESOL,N,12/16/2019,12.0,2019.0,4.0,"6932 Bellefontaine Ave64132
(39.000297, -94.551291)",Jackson,39.000296999999996,-94.551291,3266,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019202824
52034,2019160888,4351 Blue Pkwy,Mount Cleveland,L,64130.0,Metro,5.0,PHONE,30436,Public Health,1447,5,2293,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,9/4/2019,3:25 PM,9,2019,RESOL,N,9/9/2019,9.0,2019.0,5.0,"4351 Blue Pkwy64130
(39.034169, -94.534398)",Jackson,39.034169,-94.534398,237712,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019160888
26574,2019202876,3519 E 68th St,Self Help Neighborhood Council,L,64132.0,Metro,5.0,PHONE,30436,Public Health,1447,4,2743,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,12/12/2019,9:55 AM,12,2019,RESOL,N,12/16/2019,12.0,2019.0,4.0,"3519 E 68th St64132
(39.002721, -94.5452)",Jackson,39.002721,-94.5452,2191,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019202876
374,2020030338,3118 Prospect Ave,Key Coalition,L,64109.0,East,3.0,PHONE,30436,Public Health,1447,10,807,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,2/28/2020,11:18 AM,2,2020,RESOL,N,3/9/2020,3.0,2020.0,10.0,"3118 Prospect Ave64109
(39.069153, -94.554077)",Jackson,39.069153,-94.554077,263287,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030338
19441,2020002051,5640 Indiana Ave,North Town Fork Creek,L,64130.0,Metro,5.0,PHONE,30436,Public Health,1447,3,3615,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/6/2020,3:38 PM,1,2020,RESOL,N,1/9/2020,1.0,2020.0,3.0,"5640 Indiana Ave64130
(39.023032, -94.546493)",Jackson,39.023032,-94.546493,36424,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002051
41247,2019178691,6400 E 35th St,Leeds,L,64129.0,East,3.0,PHONE,30436,Public Health,1447,3,3615,Noise,Public Health Noise,PUBLIC_HEALT_SAFETY_WORKS,VISIBLE,Health,Health-Noise Control-,Public Health-Noise-All,All,10/11/2019,10:21 AM,10,2019,RESOL,N,10/14/2019,10.0,2019.0,3.0,"6400 E 35th St64129
(39.061822, -94.51007)",Jackson,39.061822,-94.51007,21440,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178691
41244,2019178920,918 E 9th St,Paseo West,L,64106.0,Central,3.0,PHONE,30436,Public Health,1447,5,2293,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,10/11/2019,5:25 PM,10,2019,RESOL,N,10/16/2019,10.0,2019.0,5.0,"918 E 9th St64106
(39.103522, -94.571292)",Jackson,39.103522,-94.571292,12542,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178920
52506,2019160283,3014 E 7th St,Independence Plaza,L,64124.0,East,3.0,WEB,13543,Public Health,1447,2,4179,Noise,Public Health Noise,PUBLIC_HEALT_SAFETY_WORKS,VISIBLE,Health,Health-Noise Control-,Public Health-Noise-Other,Other,9/3/2019,6:02 PM,9,2019,RESOL,N,9/5/2019,9.0,2019.0,2.0,"3014 E 7th St64124
(39.104566, -94.545254)",Jackson,39.104566,-94.545254,10301,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019160283
12176,2020012405,5105 Winner Rd,Sheffield,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,4,2743,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/27/2020,12:19 PM,1,2020,RESOL,N,1/31/2020,1.0,2020.0,4.0,"5105 Winner Rd64127
(39.098285, -94.520529)",Jackson,39.098285,-94.52052900000001,7619,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020012405
9924,2020015848,3615 Norton Ave,Palestine East,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,3,3615,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/31/2020,12:21 PM,1,2020,RESOL,N,2/3/2020,2.0,2020.0,3.0,"3615 Norton Ave64128
(39.059687, -94.535747)",Jackson,39.059687,-94.535747,27729,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020015848
9929,2020015742,3840 Myrtle Ave,Palestine East,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,0,4266,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/31/2020,10:18 AM,1,2020,RESOL,N,1/31/2020,1.0,2020.0,0.0,"3840 Myrtle Ave64128
(39.055273, -94.537778)",Jackson,39.055273,-94.537778,172851,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020015742
19443,2020001885,4900 Bellefontaine Ave,North Town Fork Creek,L,64130.0,Metro,3.0,PHONE,30436,Public Health,1447,3,3615,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/6/2020,12:50 PM,1,2020,RESOL,N,1/9/2020,1.0,2020.0,3.0,"4900 Bellefontaine Ave64130
(39.036991, -94.549105)",Jackson,39.036991,-94.54910500000001,35267,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020001885
18713,2020003393,3051 Van Brunt Blvd,South Blue Valley,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,6,2053,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Restaurant,1/8/2020,4:21 PM,1,2020,RESOL,N,1/14/2020,1.0,2020.0,6.0,"3051 Van Brunt Blvd64128
(39.069297, -94.520028)",Jackson,39.069297,-94.520028,22008,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020003393
14972,2020008254,3623 E 58th Ter,North Town Fork Creek,L,64130.0,Metro,5.0,PHONE,30436,Public Health,1447,180,2874,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/21/2020,8:12 AM,1,2020,OPEN,N,,,,,"3623 E 58th Ter64130
(39.019613, -94.543289)",Jackson,39.019613,-94.543289,37130,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020008254
18716,2020003454,4207 N Askew Ave,Chaumiere,L,64117.0,Shoal Creek,1.0,EMAIL,4068,Public Health,1447,6,2053,Noise,Public Health Noise,PUBLIC_HEALT_SAFETY_WORKS,VISIBLE,Health,Health-Noise Control-,Public Health-Noise-Music,Music,1/8/2020,5:54 PM,1,2020,RESOL,N,1/14/2020,1.0,2020.0,6.0,"4207 N Askew Ave64117
(39.170212, -94.538377)",Clay,39.170212,-94.538377,77689,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020003454
12185,2020012542,2701 Benton Blvd,Santa Fe,L,64128.0,East,3.0,EMAIL,4068,Public Health,1447,7,1826,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/27/2020,1:36 PM,1,2020,RESOL,N,2/3/2020,2.0,2020.0,7.0,"2701 Benton Blvd64128
(39.076763, -94.548591)",Jackson,39.076763,-94.548591,281683,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020012542
19440,2020001940,526 Tracy Ave,Columbus Park,L,64106.0,Central,4.0,PHONE,30436,Public Health,1447,49,154,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/6/2020,1:33 PM,1,2020,RESOL,Y,2/24/2020,2.0,2020.0,49.0,"526 Tracy Ave64106
(39.109891, -94.566997)",Jackson,39.109891,-94.566997,39774,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020001940
14975,2020008477,2701 Benton Blvd,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,180,2874,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,1/21/2020,11:38 AM,1,2020,OPEN,N,,,,,"2701 Benton Blvd64128
(39.076763, -94.548591)",Jackson,39.076763,-94.548591,281683,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020008477
9402,2020016671,1602 E 12th Ter,Parkview,L,64106.0,Central,3.0,PHONE,30436,Public Health,1447,1,9171,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,2/3/2020,1:22 PM,2,2020,RESOL,N,2/4/2020,2.0,2020.0,1.0,"1602 E 12th Ter64106
(39.098796, -94.562209)",Jackson,39.098796,-94.562209,12195,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020016671
9396,2020016724,3126 Charlotte St,North Hyde Park,L,64109.0,Central,4.0,PHONE,30436,Public Health,1447,52,57,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,2/3/2020,2:21 PM,2,2020,RESOL,Y,3/26/2020,3.0,2020.0,52.0,"3126 Charlotte St64109
(39.069458, -94.575786)",Jackson,39.069458000000004,-94.575786,128002,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020016724
51626,2019161418,2911 E 28th St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,5,2293,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,9/5/2019,12:12 PM,9,2019,RESOL,N,9/10/2019,9.0,2019.0,5.0,"2911 E 28th St64128
(39.07451, -94.548402)",Jackson,39.07451,-94.548402,24589,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019161418
36504,2019186646,5401 E 27th Ter,South Blue Valley,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,47,110,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,10/30/2019,11:07 AM,10,2019,RESOL,Y,12/16/2019,12.0,2019.0,47.0,"5401 E 27th Ter64128
(39.075173, -94.520004)",Jackson,39.075173,-94.520004,21503,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019186646
42585,2019176534,6006 E 31st St,South Blue Valley,L,64129.0,East,3.0,PHONE,30436,Public Health,1447,1,9171,Hotel / Motel,Public Health Hotel / Motel,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Community Environmental Health-,Public Health-Hotel / Motel-Unsanitary Conditions,Unsanitary Conditions,10/7/2019,1:51 PM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,1.0,"6006 E 31st St64129
(39.06878, -94.513005)",Jackson,39.06878,-94.513005,228048,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176534
51629,2019161488,2907 E 28th St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,5,2293,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,9/5/2019,1:28 PM,9,2019,RESOL,N,9/10/2019,9.0,2019.0,5.0,"2907 E 28th St64128
(39.074519, -94.548562)",Jackson,39.074519,-94.548562,24588,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019161488
38620,2019182820,1905 Hardesty Ave,Central Blue Valley And Park Tower Gardens,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,0,4266,Noise,Public Health Noise,PUBLIC_HEALT_SAFETY_WORKS,VISIBLE,Health,Health-Noise Control-,Public Health-Noise-Music,Music,10/22/2019,8:19 AM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,0.0,"1905 Hardesty Ave64127
(39.088775, -94.518045)",Jackson,39.088775,-94.518045,17715,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182820
36511,2019186636,3401 Campbell St,North Hyde Park,L,64109.0,Central,4.0,PHONE,30436,Public Health,1447,1,9171,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,10/30/2019,10:55 AM,10,2019,RESOL,N,10/31/2019,10.0,2019.0,1.0,"3401 Campbell St64109
(39.06507, -94.573605)",Jackson,39.06507,-94.573605,128543,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019186636
27885,2019200468,2722 Benton Blvd,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,3,3615,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,12/6/2019,8:00 AM,12,2019,RESOL,N,12/9/2019,12.0,2019.0,3.0,"2722 Benton Blvd64128
(39.076176, -94.549406)",Jackson,39.076176000000004,-94.549406,24495,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019200468
36889,2019186131,4201 E 9th St,Lykins,L,64127.0,East,3.0,PHONE,30436,Public Health,1447,9,779,Food Establishment,Public Health Food Establishment,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Food Protection-,Public Health-Food Establishment-Other,Other,10/29/2019,1:12 PM,10,2019,RESOL,N,11/7/2019,11.0,2019.0,9.0,"4201 E 9th St64127
(39.101703, -94.53286)",Jackson,39.101703,-94.53286,8269,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019186131
42263,2019177077,3740 Chestnut Ave,Oak Park Northwest,L,64128.0,East,3.0,PHONE,30436,Public Health,1447,1,9171,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,10/8/2019,12:15 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"3740 Chestnut Ave64128
(39.05751, -94.551489)",Jackson,39.05751,-94.551489,28950,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177077
42261,2019177055,2119 E Linwood Blvd,Key Coalition,L,64109.0,Central,3.0,PHONE,30436,Public Health,1447,1,9171,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,10/8/2019,11:49 AM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"2119 E Linwood Blvd64109
(39.067946, -94.557802)",Jackson,39.067946,-94.557802,126247,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177055
